,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited,Surname,CreditScore,Geography,Gender,Age,EstimatedSalary
78,15575185,77253.22,1,Yes,5,Yes,0,Bushell,757,Spain,Male,33.0,194239.63
79,15803136,122189.66,2,No,10,No,0,Postle,416,Germany,Female,41.0,98301.61
80,15706021,96645.54,2,No,1,No,0,Buley,665,France,Female,34.0,171413.66
81,15663706,0.0,1,No,2,No,1,Leonard,777,France,Female,32.0,136458.19
82,15641732,0.0,2,No,3,No,0,Mills,543,France,Female,36.0,26019.59
83,15701164,90307.62,1,Yes,4,Yes,0,Onyeorulu,506,France,Female,34.0,159235.29
84,15738751,0.0,2,No,4,No,0,Beit,493,France,Female,46.0,1907.66
85,15805254,0.0,2,Yes,10,Yes,0,Ndukaku,652,Spain,Female,75.0,114675.75
86,15762418,121681.82,1,No,3,No,1,Gant,750,Spain,Male,22.0,128643.35
87,15625759,0.0,2,No,9,No,0,Rowley,729,France,Male,30.0,151869.35
88,15622897,0.0,3,No,4,No,1,Sharpe,646,France,Female,46.0,93251.42
89,15767954,81623.67,2,Yes,3,Yes,0,Osborne,635,Germany,Female,28.0,156791.36
90,15757535,0.0,3,Yes,5,Yes,1,Heap,647,Spain,Female,44.0,174205.22
91,15731511,118626.55,2,No,7,No,0,Ritchie,808,France,Male,45.0,147132.46
92,15809248,0.0,2,No,10,No,0,Cole,524,France,Female,36.0,109614.57
93,15640635,0.0,2,Yes,8,Yes,0,Capon,769,France,Male,29.0,172290.61
94,15676966,0.0,2,Yes,4,Yes,0,Capon,730,Spain,Male,42.0,85982.47
95,15699461,176273.95,1,Yes,10,Yes,0,Fiorentini,515,Spain,Male,35.0,121277.78
96,15738721,102827.44,1,Yes,9,Yes,0,Graham,773,Spain,Male,41.0,64595.25
97,15693683,97086.4,2,Yes,8,Yes,0,Yuille,814,Germany,Male,29.0,197276.13
98,15604348,0.0,2,No,8,No,0,Allard,710,Spain,Male,22.0,99645.04
99,15633059,0.0,2,No,9,No,0,Fanucci,413,France,Male,34.0,6534.18
100,15808582,0.0,1,Yes,6,Yes,0,Fu,665,France,Female,40.0,161848.03
101,15743192,0.0,2,No,6,No,0,Hung,623,France,Female,44.0,167162.43
102,15580146,82674.15,1,No,9,No,0,Hung,738,France,Male,31.0,41970.72
103,15776605,0.0,2,No,7,No,0,Bradley,528,Spain,Male,36.0,60536.56
104,15804919,0.0,1,Yes,1,Yes,1,Dunbabin,670,Spain,Female,65.0,177655.68
105,15613854,107073.27,2,Yes,4,Yes,1,Mauldon,622,Spain,Female,46.0,30984.59
106,15599195,88938.62,1,Yes,1,Yes,0,Stiger,582,Germany,Male,32.0,10054.53
107,15812878,99806.85,1,Yes,2,Yes,0,Parsons,785,Germany,Female,36.0,36976.52
108,15602312,150092.8,1,No,5,No,0,Walkom,605,Spain,Male,33.0,71862.79
109,15744689,92833.89,1,No,9,No,1,T'ang,479,Germany,Male,35.0,99449.86
110,15803526,90536.81,1,Yes,3,Yes,0,Eremenko,685,Germany,Male,30.0,63082.88
111,15665790,108055.1,2,No,7,No,0,Rowntree,538,Germany,Male,39.0,27231.26
112,15715951,100238.35,1,No,2,No,0,Thorpe,562,France,Male,42.0,86797.41
113,15591100,106190.55,1,Yes,9,Yes,0,Chiemela,675,Spain,Male,36.0,22994.32
114,15609618,154475.54,2,Yes,9,Yes,1,Fanucci,721,Germany,Male,28.0,101300.94
115,15675522,132351.29,2,Yes,9,Yes,0,Ko,628,Germany,Female,30.0,74169.13
116,15705512,167864.4,1,No,6,No,0,Welch,668,Germany,Female,37.0,115638.29
117,15698028,0.0,2,No,1,No,0,Duncan,506,France,Female,41.0,31766.3
118,15661670,107818.63,1,No,8,No,1,Chidozie,524,Germany,Female,31.0,199725.39
119,15600781,185173.81,2,No,4,No,0,Wu,699,Germany,Male,34.0,120834.48
120,15682472,129433.34,2,No,8,No,0,Culbreth,828,France,Male,34.0,38131.77
121,15580203,120193.42,1,No,6,No,0,MISSING,674,Spain,Male,37.0,-999999.0
122,15690673,0.0,2,No,6,No,0,Cameron,656,France,Female,39.0,141069.88
123,15760085,126384.42,1,Yes,10,Yes,0,Calabresi,684,Germany,Female,48.0,198129.36
124,15779659,0.0,1,No,3,No,0,Zetticci,625,France,Female,28.0,183646.41
125,15627360,152603.45,1,No,9,No,1,Fuller,432,France,Male,42.0,110265.24
126,15671137,0.0,1,Yes,1,Yes,1,MacDonald,549,France,Female,52.0,8636.05
127,15782688,148507.24,1,No,0,No,1,Piccio,625,Germany,Male,56.0,46824.08
128,15575492,0.0,2,No,7,No,0,Kennedy,828,France,Female,41.0,171378.77
129,15591607,101827.07,1,No,9,No,0,Fernie,770,France,Male,24.0,167256.35
130,15740404,0.0,2,Yes,3,Yes,0,He,758,France,Female,34.0,124226.16
131,15718369,130862.43,1,Yes,9,Yes,0,Kaodilinakachukwu,795,Germany,Female,33.0,114935.21
132,15677871,122570.87,1,Yes,9,Yes,0,Cocci,687,France,Male,38.0,35608.88
133,15642004,0.0,2,Yes,1,Yes,0,Alekseeva,686,France,Male,25.0,16459.37
134,15712543,124828.46,2,Yes,7,Yes,0,Chinweike,789,Germany,Male,39.0,124411.08
135,15584518,144895.05,2,Yes,5,Yes,0,Arthur,589,Germany,Female,50.0,34941.23
136,15802381,63663.93,1,Yes,5,Yes,0,Li,461,Germany,Female,34.0,167784.28
137,15610156,133463.1,1,Yes,2,Yes,0,Ma,637,France,Male,40.0,93165.34
138,15594408,213146.2,1,No,2,No,1,Chia,584,Spain,Female,48.0,75161.25
139,15640905,129490.36,2,Yes,1,Yes,1,Vasin,579,Spain,Female,35.0,8590.83
140,15698932,137452.09,1,No,10,No,0,Groves,756,Germany,Male,44.0,189543.9
141,15724944,0.0,2,Yes,7,Yes,0,Tien,663,France,Male,34.0,180427.24
142,15628145,125851.93,1,Yes,5,Yes,0,Forwood,682,France,Female,43.0,193318.33
143,15713483,0.0,1,No,2,No,1,Greeves,793,Spain,Male,52.0,159123.82
144,15612350,40915.55,1,No,5,No,1,Taylor,691,France,Female,31.0,126213.84
145,15800703,113157.22,1,Yes,5,Yes,0,Madukwe,485,Spain,Female,21.0,54141.5
146,15705707,138296.94,2,No,8,No,0,Bennelong,635,Spain,Female,29.0,141075.51
147,15754105,106967.18,1,No,5,No,0,Olisanugo,650,France,Male,37.0,24495.03
148,15703264,120681.63,1,No,9,No,0,Chukwufumnanya,735,France,Male,44.0,74836.34
149,15794413,0.0,2,Yes,0,Yes,0,Harris,416,France,Male,32.0,878.87
150,15650237,0.0,2,No,7,No,0,Morgan,754,Spain,Female,32.0,89520.75
151,15759618,0.0,1,No,9,No,1,Alexeeva,535,France,Female,48.0,149892.79
152,15811589,0.0,2,No,8,No,0,Metcalfe,716,Spain,Male,42.0,180800.42
153,15689044,127609.59,1,No,2,No,0,Humphries,539,France,Male,37.0,98646.22
154,15709368,0.0,2,Yes,6,Yes,0,Milne,614,France,Female,43.0,109041.53
155,15679145,0.0,1,No,7,No,1,Chou,706,Spain,Male,57.0,17941.16
156,15655007,0.0,2,No,7,No,0,Li,758,France,Female,33.0,82996.47
157,15623595,0.0,2,Yes,2,Yes,0,Clayton,586,Spain,Female,28.0,92067.35
158,15589975,97259.25,1,Yes,6,Yes,0,Maclean,646,France,Female,73.0,104719.66
159,15804017,123246.7,1,No,4,No,0,Chigolum,631,Germany,Female,33.0,112687.57
160,15692132,101060.25,1,Yes,6,Yes,0,Wilkinson,717,Spain,Female,22.0,84699.56
161,15641122,0.0,2,No,2,No,0,Wei,684,France,Male,30.0,83473.82
162,15630910,108007.36,1,No,7,No,0,Treacy,800,France,Female,49.0,47125.11
163,15680772,0.0,2,Yes,2,Yes,0,Hu,721,Spain,Female,36.0,106977.8
164,15658929,133702.89,1,No,0,No,1,Taverner,683,Spain,Male,29.0,55582.54
165,15585388,125189.75,2,Yes,9,Yes,0,Sherman,660,Germany,Male,31.0,139874.43
166,15724623,113034.22,1,No,7,No,1,Taubman,704,Germany,Female,24.0,162503.48
167,15588537,109013.23,1,No,9,No,0,Robinson,615,Spain,Female,41.0,196499.96
168,15574692,0.0,2,No,2,No,1,Pinto,667,Spain,Female,39.0,40721.24
169,15611325,57929.81,2,No,9,No,0,Wood,682,Germany,Male,24.0,53134.3
170,15587562,130114.39,1,No,4,No,0,Hawkins,484,France,Female,29.0,164017.89
171,15613172,95826.49,2,No,5,No,0,Sun,628,Germany,Male,27.0,155996.96
172,15651022,129608.57,1,No,10,No,1,Yost,480,Germany,Male,44.0,5472.7
173,15586310,169462.09,1,No,4,No,0,Ting,578,France,Male,30.0,112187.11
174,15625524,0.0,2,Yes,5,Yes,0,Rowe,512,France,Male,40.0,146457.83
175,15755209,133868.21,1,Yes,7,Yes,0,Fu,484,Spain,Female,35.0,27286.1
176,15645248,0.0,2,Yes,0,Yes,0,Ho,510,France,Female,30.0,130553.47
177,15790355,190479.48,2,No,5,No,0,Okechukwu,606,Germany,Male,36.0,179351.89
178,15762615,101993.12,1,Yes,8,Yes,0,Campbell,597,Spain,Female,40.0,94774.12
179,15625426,161608.81,1,No,3,No,1,Ashbolt,754,Germany,Female,55.0,8080.85
180,15716334,122311.21,1,Yes,2,Yes,0,Rozier,850,Spain,Female,45.0,19482.5
181,15789669,0.0,2,Yes,2,Yes,0,Hsia,510,France,Male,65.0,48071.61
182,15621075,162150.42,2,No,1,No,0,Ogbonnaya,778,Germany,Female,45.0,174531.27
183,15810845,0.0,2,Yes,2,Yes,0,T'ang,636,France,Male,42.0,55470.78
184,15719377,0.0,1,Yes,4,Yes,1,Cocci,804,France,Female,50.0,8546.87
185,15654506,0.0,2,No,8,No,0,Chang,514,France,Male,32.0,95857.18
186,15771977,99010.67,1,No,1,No,0,T'ao,730,France,Female,39.0,194945.8
187,15708710,0.0,1,Yes,0,Yes,0,Ford,525,Spain,Female,37.0,131521.72
188,15726676,0.0,2,Yes,5,Yes,0,Marshall,616,Spain,Male,30.0,196108.51
189,15587421,111388.18,2,No,7,No,0,Tsai,687,Germany,Female,34.0,148564.76
190,15726931,56214.85,2,No,8,No,1,Onwumelu,715,France,Female,41.0,92982.61
191,15771086,84327.77,2,No,3,No,0,Graham,512,France,Female,36.0,17675.36
192,15756850,0.0,2,No,1,No,0,Golovanov,479,France,Male,40.0,114996.43
193,15702741,93012.89,1,No,8,No,0,Potts,601,France,Male,32.0,86957.42
194,15679200,61710.44,2,No,9,No,0,Crawford,580,Spain,Male,29.0,128077.8
195,15594815,174790.15,1,Yes,3,Yes,0,Aleshire,807,France,Male,35.0,600.36
196,15635905,0.0,2,Yes,6,Yes,0,Moran,616,Spain,Female,32.0,43001.46
197,15777892,107720.64,1,Yes,3,Yes,0,Samsonova,721,Germany,Male,37.0,158591.12
198,15656176,0.0,2,Yes,10,Yes,0,Jenkins,501,France,Male,57.0,47847.19
199,15811127,96423.84,1,No,6,No,0,Volkov,521,France,Male,35.0,10488.44
200,15604482,141040.01,1,Yes,2,Yes,0,Chiemezie,850,Spain,Male,30.0,5978.2
201,15622911,105420.18,1,Yes,4,Yes,0,Jude,759,France,Male,42.0,121409.06
202,15600974,0.0,1,Yes,5,Yes,1,He,516,Spain,Male,50.0,146145.93
203,15727868,129022.06,2,Yes,2,Yes,1,Onuora,711,France,Female,38.0,14374.86
204,15627801,176666.62,1,No,3,No,0,Ginikanwa,512,Spain,Male,33.0,94670.77
205,15773039,0.0,1,Yes,3,Yes,0,Ku,550,France,Male,37.0,179670.31
206,15755262,89763.84,1,No,3,No,1,McDonald,608,Spain,Female,41.0,199304.74
207,15679531,134954.53,1,Yes,5,Yes,0,Collins,618,France,Male,34.0,151954.39
208,15684181,0.0,1,No,5,No,1,Hackett,643,France,Male,45.0,142513.5
209,15612087,106376.85,1,Yes,2,Yes,0,Dike,671,France,Male,45.0,158264.62
210,15752047,161814.64,2,No,2,No,0,Trevisano,689,Germany,Male,33.0,169381.9
211,15624592,0.0,2,Yes,8,Yes,0,Tan,603,France,Male,31.0,169915.02
212,15573152,0.0,2,No,9,No,0,Glassman,620,France,Female,41.0,88852.47
213,15594917,63095.01,1,Yes,1,Yes,0,Miller,676,France,Female,34.0,40645.81
214,15785542,118287.01,2,No,4,No,0,Kornilova,572,Germany,Male,26.0,60427.3
215,15723488,106854.21,1,Yes,7,Yes,1,Watson,668,Germany,Male,47.0,157959.02
216,15680920,49512.55,1,No,7,No,0,Marchesi,695,France,Male,46.0,133007.34
217,15786308,0.0,2,No,9,No,0,Millar,730,Spain,Female,33.0,176576.62
218,15659366,105799.32,2,No,1,No,1,Shih,807,France,Male,43.0,34888.04
219,15774854,0.0,1,Yes,8,Yes,1,Fuller,592,France,Male,54.0,28737.71
220,15725311,114722.05,2,Yes,9,Yes,0,Hay,726,France,Female,31.0,98178.57
221,15787155,0.0,1,Yes,7,Yes,0,Yang,514,Spain,Male,30.0,125010.24
222,15727829,0.0,2,Yes,2,Yes,0,McIntyre,567,France,Male,42.0,167984.61
223,15733247,0.0,1,No,10,No,1,Stevenson,850,France,Male,33.0,4861.72
224,15568748,99564.22,1,Yes,6,Yes,1,Poole,671,Germany,Male,45.0,108872.45
225,15699029,170557.91,2,No,4,No,0,Bagley,670,France,Male,37.0,198252.88
226,15774393,0.0,2,Yes,9,Yes,0,Ch'ien,694,France,Female,30.0,26960.31
227,15676895,74596.15,3,Yes,6,Yes,1,Cattaneo,547,Germany,Female,39.0,85746.52
228,15637753,96888.39,1,No,2,No,1,O'Sullivan,751,Germany,Male,50.0,77206.25
229,15605461,130830.22,1,No,3,No,0,Lucas,594,Germany,Female,29.0,61048.53
230,15808473,0.0,2,Yes,1,Yes,0,Ringrose,673,France,Male,72.0,111981.19
231,15627000,0.0,2,No,0,No,0,Freeman,610,France,Male,40.0,62232.6
232,15787174,0.0,2,Yes,1,Yes,0,Sergeyev,512,France,Female,37.0,156105.03
233,15723886,119714.25,2,Yes,3,Yes,0,Fiore,767,Germany,Male,20.0,150135.38
234,15704769,113978.97,2,Yes,5,Yes,0,Smith,585,France,Female,67.0,93146.11
235,15772896,100160.75,1,No,6,No,1,Dumetochukwu,763,Germany,Male,42.0,33462.94
236,15711540,0.0,1,Yes,2,Yes,0,Pacheco,712,France,Female,29.0,144375.0
237,15764866,116220.5,3,No,3,No,1,Synnot,539,Germany,Female,43.0,55803.96
238,15794056,0.0,3,No,2,No,1,Johnston,668,France,Female,46.0,89048.46
239,15795149,81173.83,2,Yes,2,Yes,0,Stevens,703,France,Male,28.0,162812.16
240,15812009,0.0,2,No,4,No,0,Grant,662,Spain,Male,38.0,136259.65
241,15651001,116803.8,1,No,5,No,0,Tsao,725,Germany,Female,39.0,124052.97
242,15813844,105961.68,2,Yes,8,Yes,0,Barnes,703,France,Male,37.0,74158.8
243,15596175,117411.6,1,Yes,6,Yes,1,McIntosh,659,Germany,Male,67.0,45071.09
244,15576269,0.0,2,No,7,No,0,Madison,523,Spain,Male,34.0,62030.06
245,15797219,123497.58,1,No,10,No,1,Ifesinachi,635,France,Female,40.0,131953.23
246,15685500,152400.51,2,No,7,No,0,Glazkov,772,Germany,Male,26.0,79414.0
247,15599792,0.0,2,Yes,1,Yes,0,Dimauro,545,France,Female,26.0,199638.56
248,15657566,103097.85,1,Yes,8,Yes,0,Wieck,634,Germany,Male,24.0,157577.29
249,15772423,126418.14,1,No,8,No,1,Liao,739,Germany,Male,54.0,134420.75
250,15628112,77846.9,1,No,5,No,0,Hughes,771,Germany,Female,36.0,99805.99
251,15753754,0.0,2,Yes,1,Yes,0,Morrison,587,Spain,Female,34.0,97932.68
252,15793726,0.0,2,Yes,0,Yes,0,Matveyeva,681,France,Female,79.0,170968.99
253,15694717,79731.91,1,Yes,2,Yes,0,Ku,544,Germany,Male,37.0,57558.95
254,15665834,0.0,1,No,8,No,0,Cheatham,696,Spain,Male,28.0,176713.47
255,15765297,0.0,2,Yes,0,Yes,0,Yao,766,Spain,Male,41.0,34283.23
256,15636684,0.0,2,Yes,10,Yes,0,Kirkland,727,France,Male,34.0,198637.34
257,15592979,37266.67,2,No,6,No,0,Rose,671,Germany,Female,34.0,156917.12
258,15750803,127992.25,1,Yes,6,Yes,0,Jess,693,France,Female,30.0,50457.2
259,15607178,54901.01,1,Yes,3,Yes,0,Welch,850,Germany,Male,38.0,140075.55
260,15713853,108748.08,2,Yes,9,Yes,0,Ifeajuna,732,Germany,Male,42.0,65323.11
261,15673481,99906.19,1,No,6,No,0,Morton,726,Spain,Female,48.0,64323.24
262,15686776,184686.41,2,No,6,No,0,Rossi,557,France,Female,32.0,14956.44
263,15673693,110654.02,1,Yes,0,Yes,0,Reppert,682,France,Female,26.0,111879.21
264,15700696,79019.8,1,Yes,9,Yes,0,Kang,738,Spain,Male,31.0,18606.23
265,15813163,99240.51,1,No,9,No,0,Ch'iu,531,Spain,Female,36.0,123137.01
266,15653857,0.0,2,Yes,2,Yes,0,Wallis,498,France,Male,34.0,148528.24
267,15777076,0.0,2,No,7,No,0,Clark,651,France,Male,36.0,13898.31
268,15717398,0.0,1,No,7,No,1,Fielding,549,Spain,Female,39.0,81259.25
269,15799217,52436.2,1,No,7,No,0,Zetticci,791,Germany,Female,35.0,161051.75
270,15787071,0.0,2,Yes,9,Yes,0,Dulhunty,650,Spain,Male,41.0,191599.67
271,15619955,100337.96,3,No,3,No,1,Bevington,733,Germany,Male,34.0,48559.19
272,15796505,149297.19,2,Yes,1,Yes,0,Boyle,811,Germany,Female,34.0,186339.74
273,15725166,0.0,2,No,8,No,0,Newton,707,France,Male,30.0,33159.37
274,15800116,145605.44,1,Yes,4,Yes,0,Bowman,712,Germany,Male,28.0,93883.53
275,15758685,0.0,2,Yes,7,Yes,0,Dubinina,706,Spain,Female,37.0,110899.3
276,15694456,0.0,1,Yes,3,Yes,1,Toscani,756,France,Male,62.0,11199.04
277,15767339,0.0,2,No,10,No,0,Chiazagomekpere,777,France,Female,53.0,189992.97
278,15683562,84026.86,1,Yes,6,Yes,0,Allen,646,France,Male,35.0,164255.69
279,15782210,0.0,1,No,1,No,1,K'ung,714,France,Male,46.0,152167.79
280,15668893,0.0,2,Yes,8,Yes,0,Wilsmore,782,France,Male,39.0,33949.67
281,15669169,0.0,2,Yes,10,Yes,0,Hargreaves,775,Spain,Male,29.0,68143.93
282,15643024,138718.92,1,Yes,4,Yes,1,Huang,479,Germany,Male,35.0,47251.79
283,15699389,118274.71,1,Yes,7,Yes,0,Ch'ien,807,France,Male,42.0,25885.72
284,15708608,174185.98,2,Yes,8,Yes,0,Wallwork,799,France,Female,22.0,192633.85
285,15626144,113208.86,2,No,7,No,0,Chu,675,France,Male,40.0,34577.36
286,15573112,103907.28,1,No,5,No,0,Kang,602,Spain,Male,29.0,161229.84
287,15790678,119023.28,1,No,8,No,0,Davidson,475,France,Female,32.0,100816.29
288,15727556,166297.89,1,Yes,5,Yes,0,O'Donnell,744,Spain,Female,26.0,181694.44
289,15697307,0.0,2,No,10,No,0,Nnachetam,588,Spain,Male,34.0,79078.91
290,15652266,63227.0,1,Yes,9,Yes,0,Chidiebele,703,Germany,Male,42.0,137316.32
291,15607098,94521.17,2,No,5,No,0,Ahmed,747,Spain,Female,41.0,194926.86
292,15655774,0.0,2,No,7,No,0,Booth,583,France,Male,27.0,51285.49
293,15590241,112822.26,1,No,9,No,1,Chuang,750,Spain,Female,34.0,150401.53
294,15785819,0.0,2,Yes,3,Yes,0,Shao,681,France,Male,38.0,112491.96
295,15723654,135903.33,1,No,2,No,0,Tsao,773,France,Male,25.0,73656.38
296,15774510,125169.26,1,Yes,4,Yes,0,Tien,714,France,Female,31.0,106636.89
297,15684173,0.0,3,No,7,No,1,Chang,687,Spain,Female,44.0,155853.52
298,15650068,149117.31,1,Yes,0,Yes,0,Johnson,511,France,Male,58.0,162599.51
299,15811490,0.0,2,Yes,5,Yes,0,French,627,France,Male,33.0,103737.82
300,15803976,0.0,2,No,10,No,0,Efremov,694,France,Female,31.0,160990.27
301,15682541,132311.71,1,No,6,No,0,Hartley,616,Spain,Female,36.0,15462.84
302,15695699,0.0,2,No,8,No,0,Calabrese,687,France,Male,35.0,10334.05
303,15624188,0.0,2,Yes,6,Yes,0,Chiu,712,France,Female,33.0,190686.16
304,15812191,118082.89,1,No,4,No,0,Brennan,553,France,Male,33.0,94440.45
305,15636673,119266.69,1,Yes,1,Yes,0,Onwuatuegwu,667,France,Male,31.0,28257.63
306,15594898,0.0,1,Yes,2,Yes,1,Hewitt,731,France,Male,43.0,170034.95
307,15660211,156847.29,2,No,7,No,0,Shih,629,Germany,Male,35.0,31824.29
